date,rate,created_at,updated_at
1900-06-26,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-06-27,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-06-28,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-06-29,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-06-30,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-01,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-02,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-03,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-04,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-05,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-06,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-07,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-08,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-09,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-10,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-11,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-12,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-13,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-14,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-15,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-16,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-17,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-18,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-19,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-20,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-21,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-22,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-23,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-24,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-25,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-26,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-27,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-28,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-29,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-30,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-07-31,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-01,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-02,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-03,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-04,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-05,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-06,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-07,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-08,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-09,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-10,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-11,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-12,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-13,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-14,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-15,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-16,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-17,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-18,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-19,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-20,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-21,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-22,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-23,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-24,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-25,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-26,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-27,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-28,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-29,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-30,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-08-31,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-01,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-02,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-03,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-04,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-05,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-06,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-07,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-08,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-09,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-10,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-11,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-12,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-13,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-14,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-15,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-16,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-17,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-18,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-19,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-20,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-21,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-22,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-23,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-24,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-25,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-26,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-27,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-28,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-29,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-09-30,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-01,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-02,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-03,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-04,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-05,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-06,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-07,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-08,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-09,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-10,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-11,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-12,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-13,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-14,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-15,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-16,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-17,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
1900-10-18,0.763300,2026-05-05 11:44:56.271187+00,2026-05-05 11:44:56.271187+00
